Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1774644568,20,,Aggregated,0.400000,0.000000,10000,10000,10000,10000,12000,12000,12000,12000,12000,12000,12000,6,0,8900.0,9173.327916767448,6436.708000022918,11538.005700334907,172.16666666666666
1774644569,20,,Aggregated,0.400000,0.000000,10000,10000,12000,12000,13000,13000,13000,13000,13000,13000,13000,7,0,10000.0,9682.729614366379,6436.708000022918,12739.139799959958,172.14285714285714
1774644570,20,,Aggregated,0.400000,0.000000,10000,10000,12000,12000,13000,13000,13000,13000,13000,13000,13000,7,0,10000.0,9682.729614366379,6436.708000022918,12739.139799959958,172.14285714285714
1774644571,20,,Aggregated,0.500000,0.000000,10000,12000,13000,13000,14000,14000,14000,14000,14000,14000,14000,8,0,10000.0,10237.911837582942,6436.708000022918,14124.18740009889,172.25
1774644572,20,,Aggregated,0.700000,0.000000,10000,12000,13000,14000,14000,14000,14000,14000,14000,14000,14000,9,0,10000.0,10696.452155657527,6436.708000022918,14364.774700254202,172.33333333333334
1774644573,20,,Aggregated,0.800000,0.000000,12000,13000,14000,14000,16000,16000,16000,16000,16000,16000,16000,10,0,10000.0,11199.404540099204,6436.708000022918,15725.976000074297,172.4
1774644575,20,,Aggregated,0.800000,0.000000,12000,14000,14000,14000,16000,17000,17000,17000,17000,17000,17000,11,0,12000.0,11737.074272834103,6436.708000022918,17113.7716001831,172.45454545454547
1774644576,20,,Aggregated,0.800000,0.000000,12000,14000,14000,14000,16000,17000,17000,17000,17000,17000,17000,11,0,12000.0,11737.074272834103,6436.708000022918,17113.7716001831,172.45454545454547
1774644577,20,,Aggregated,0.800000,0.000000,13000,14000,16000,16000,17000,17000,17000,17000,17000,17000,17000,12,0,12000.0,12202.388875070028,6436.708000022918,17320.8494996652,172.41666666666666
1774644578,20,,Aggregated,0.800000,0.000000,13000,14000,16000,17000,17000,19000,19000,19000,19000,19000,19000,13,0,13000.0,12687.009953893721,6436.708000022918,18502.46289977804,172.3846153846154
1774644579,20,,Aggregated,0.700000,0.000000,14000,16000,16000,17000,17000,19000,19000,19000,19000,19000,19000,14,0,13000.0,12935.502664319107,6436.708000022918,18502.46289977804,172.28571428571428
1774644580,20,,Aggregated,0.800000,0.000000,14000,16000,16000,17000,17000,19000,19000,19000,19000,19000,19000,15,0,14000.0,13147.682740042606,6436.708000022918,18502.46289977804,172.26666666666668
1774644581,20,,Aggregated,0.800000,0.000000,14000,16000,16000,16000,17000,19000,19000,19000,19000,19000,19000,16,0,14000.0,13328.83763127029,6436.708000022918,18502.46289977804,172.1875
1774644582,20,,Aggregated,0.800000,0.000000,14000,16000,16000,16000,17000,19000,19000,19000,19000,19000,19000,16,0,14000.0,13328.83763127029,6436.708000022918,18502.46289977804,172.1875
1774644583,20,,Aggregated,0.800000,0.000000,14000,16000,16000,16000,17000,19000,19000,19000,19000,19000,19000,17,0,14000.0,13481.824435321067,6436.708000022918,18502.46289977804,172.1764705882353
1774644584,20,,Aggregated,0.800000,0.000000,16000,16000,16000,16000,17000,19000,19000,19000,19000,19000,19000,18,0,14000.0,13623.836550033755,6436.708000022918,18502.46289977804,172.22222222222223
1774644585,20,,Aggregated,0.800000,0.000000,15000,16000,16000,16000,17000,19000,19000,19000,19000,19000,19000,19,0,15000.0,13693.407378992752,6436.708000022918,18502.46289977804,172.21052631578948
1774644586,20,,Aggregated,0.800000,0.000000,15000,16000,16000,16000,17000,19000,19000,19000,19000,19000,19000,20,0,15000.0,13743.271535052918,6436.708000022918,18502.46289977804,172.2
1774644587,20,,Aggregated,0.800000,0.000000,15000,16000,16000,16000,17000,19000,19000,19000,19000,19000,19000,20,0,15000.0,13743.271535052918,6436.708000022918,18502.46289977804,172.2
1774644588,20,,Aggregated,0.800000,0.000000,15000,16000,16000,16000,17000,17000,19000,19000,19000,19000,19000,21,0,15000.0,13730.654928633678,6436.708000022918,18502.46289977804,172.1904761904762
1774644589,20,,Aggregated,0.900000,0.000000,15000,16000,16000,16000,17000,17000,19000,19000,19000,19000,19000,22,0,14000.0,13709.334204608405,6436.708000022918,18502.46289977804,172.22727272727272
1774644590,20,,Aggregated,0.800000,0.000000,14000,16000,16000,16000,17000,17000,19000,19000,19000,19000,19000,23,0,14000.0,13694.65100005998,6436.708000022918,18502.46289977804,172.2608695652174
1774644591,20,,Aggregated,0.800000,0.000000,14000,16000,16000,16000,17000,17000,19000,19000,19000,19000,19000,24,0,14000.0,13689.070612560803,6436.708000022918,18502.46289977804,172.29166666666666
1774644592,20,,Aggregated,0.800000,0.000000,14000,16000,16000,16000,17000,17000,19000,19000,19000,19000,19000,24,0,14000.0,13689.070612560803,6436.708000022918,18502.46289977804,172.29166666666666
1774644593,20,,Aggregated,0.800000,0.000000,14000,16000,16000,16000,17000,17000,19000,19000,19000,19000,19000,25,0,14000.0,13638.157324045897,6436.708000022918,18502.46289977804,172.32
1774644594,20,,Aggregated,0.700000,0.000000,14000,16000,16000,16000,17000,17000,19000,19000,19000,19000,19000,26,0,14000.0,13582.643273125332,6436.708000022918,18502.46289977804,172.30769230769232
1774644595,20,,Aggregated,0.800000,0.000000,14000,15000,16000,16000,17000,17000,19000,19000,19000,19000,19000,27,0,14000.0,13538.935792632401,6436.708000022918,18502.46289977804,172.2962962962963
1774644596,20,,Aggregated,0.800000,0.000000,14000,15000,16000,16000,17000,17000,19000,19000,19000,19000,19000,28,0,13000.0,13500.74478217201,6436.708000022918,18502.46289977804,172.32142857142858
1774644597,20,,Aggregated,0.800000,0.000000,13000,15000,16000,16000,17000,17000,19000,19000,19000,19000,19000,29,0,13000.0,13462.4581517459,6436.708000022918,18502.46289977804,172.3448275862069
1774644598,20,,Aggregated,0.800000,0.000000,13000,15000,16000,16000,17000,17000,19000,19000,19000,19000,19000,29,0,13000.0,13462.4581517459,6436.708000022918,18502.46289977804,172.3448275862069
1774644599,20,,Aggregated,0.700000,0.000000,13000,15000,16000,16000,17000,17000,19000,19000,19000,19000,19000,30,0,13000.0,13430.680896683285,6436.708000022918,18502.46289977804,172.36666666666667
1774644600,20,,Aggregated,0.800000,0.000000,13000,15000,16000,16000,16000,17000,19000,19000,19000,19000,19000,31,0,13000.0,13359.688745180685,6436.708000022918,18502.46289977804,172.3548387096774
1774644601,20,,Aggregated,0.800000,0.000000,13000,15000,16000,16000,16000,17000,19000,19000,19000,19000,19000,32,0,13000.0,13288.911056268262,6436.708000022918,18502.46289977804,172.34375
1774644602,20,,Aggregated,0.800000,0.000000,13000,15000,16000,16000,16000,17000,19000,19000,19000,19000,19000,32,0,13000.0,13288.911056268262,6436.708000022918,18502.46289977804,172.34375
1774644603,20,,Aggregated,0.800000,0.000000,13000,14000,16000,16000,16000,17000,19000,19000,19000,19000,19000,33,0,13000.0,13221.32781819638,6436.708000022918,18502.46289977804,172.33333333333334
1774644604,20,,Aggregated,0.800000,0.000000,13000,14000,16000,16000,16000,17000,19000,19000,19000,19000,19000,34,0,13000.0,13154.179797069553,6436.708000022918,18502.46289977804,172.3235294117647
1774644605,20,,Aggregated,0.800000,0.000000,13000,14000,16000,16000,16000,17000,19000,19000,19000,19000,19000,35,0,13000.0,13093.575462858591,6436.708000022918,18502.46289977804,172.31428571428572
1774644606,20,,Aggregated,0.800000,0.000000,13000,15000,16000,16000,48000,49000,50000,50000,50000,50000,50000,40,0,13000.0,16629.82309497893,6436.708000022918,50235.67809956148,168.975
1774644607,20,,Aggregated,0.800000,0.000000,13000,15000,16000,16000,19000,48000,50000,50000,50000,50000,50000,41,0,13000.0,16429.507399988703,6436.708000022918,50235.67809956148,169.0487804878049
1774644608,20,,Aggregated,0.800000,0.000000,13000,15000,16000,16000,19000,48000,50000,50000,50000,50000,50000,41,0,13000.0,16429.507399988703,6436.708000022918,50235.67809956148,169.0487804878049
1774644609,20,,Aggregated,0.900000,0.000000,13000,15000,16000,16000,19000,48000,50000,50000,50000,50000,50000,42,0,13000.0,16238.493230936694,6436.708000022918,50235.67809956148,169.14285714285714
1774644610,20,,Aggregated,1.200000,0.000000,13000,15000,16000,16000,19000,48000,50000,50000,50000,50000,50000,43,0,13000.0,16056.836653468308,6436.708000022918,50235.67809956148,169.2093023255814
1774644611,20,,Aggregated,1.200000,0.000000,13000,15000,16000,16000,19000,48000,50000,50000,50000,50000,50000,44,0,13000.0,15853.262615887534,6436.708000022918,50235.67809956148,169.25
1774644612,20,,Aggregated,1.200000,0.000000,13000,16000,16000,19000,49000,53000,53000,53000,53000,53000,53000,50,0,13000.0,18959.031821982935,6436.708000022918,53328.8568998687,166.28
1774644613,20,,Aggregated,1.200000,0.000000,13000,16000,16000,19000,49000,53000,53000,53000,53000,53000,53000,50,0,13000.0,18959.031821982935,6436.708000022918,53328.8568998687,166.28
1774644614,20,,Aggregated,1.300000,0.000000,13000,16000,17000,19000,48000,53000,53000,53000,53000,53000,53000,52,0,13000.0,18990.981469208447,4759.747899603099,53328.8568998687,165.8653846153846
1774644615,20,,Aggregated,1.200000,0.000000,13000,16000,16000,19000,48000,53000,53000,53000,53000,53000,53000,53,0,13000.0,18680.078362246517,2513.116800226271,53328.8568998687,166.0
1774644616,20,,Aggregated,1.800000,0.000000,13000,16000,16000,19000,48000,53000,53000,53000,53000,53000,53000,54,0,13000.0,18403.95447961917,2513.116800226271,53328.8568998687,166.12962962962962
1774644617,20,,Aggregated,1.800000,0.000000,13000,16000,16000,19000,48000,53000,53000,53000,53000,53000,53000,54,0,13000.0,18403.95447961917,2513.116800226271,53328.8568998687,166.12962962962962
1774644618,20,,Aggregated,1.800000,0.000000,13000,16000,16000,19000,48000,53000,53000,53000,53000,53000,53000,55,0,13000.0,18273.64921271801,2513.116800226271,53328.8568998687,166.25454545454545
1774644619,20,,Aggregated,1.700000,0.000000,13000,15000,16000,17000,48000,53000,53000,53000,53000,53000,53000,56,0,13000.0,18170.45681428031,2513.116800226271,53328.8568998687,166.375
1774644620,20,,Aggregated,1.400000,0.000000,13000,16000,17000,24000,48000,53000,53000,53000,53000,53000,53000,60,0,13000.0,18516.36578332788,2513.116800226271,53328.8568998687,165.11666666666667
1774644621,20,,Aggregated,1.400000,0.000000,13000,16000,17000,23000,48000,50000,53000,53000,53000,53000,53000,61,0,13000.0,18340.474031140388,2513.116800226271,53328.8568998687,165.2295081967213
1774644622,20,,Aggregated,1.400000,0.000000,13000,16000,17000,23000,48000,50000,53000,53000,53000,53000,53000,61,0,13000.0,18340.474031140388,2513.116800226271,53328.8568998687,165.2295081967213
1774644623,20,,Aggregated,1.300000,0.000000,13000,16000,17000,23000,48000,50000,53000,53000,53000,53000,53000,62,0,13000.0,18189.38076934747,2513.116800226271,53328.8568998687,165.33870967741936
1774644624,20,,Aggregated,1.600000,0.000000,13000,16000,17000,23000,48000,50000,53000,53000,53000,53000,53000,63,0,13000.0,18040.569680942488,2513.116800226271,53328.8568998687,165.46031746031747
1774644625,20,,Aggregated,1.200000,0.000000,13000,16000,17000,23000,48000,50000,53000,53000,53000,53000,53000,64,0,13000.0,17959.42343436036,2513.116800226271,53328.8568998687,165.5625
1774644626,20,,Aggregated,1.100000,0.000000,13000,15000,16000,23000,48000,50000,53000,53000,53000,53000,53000,65,0,13000.0,17898.783213831484,2513.116800226271,53328.8568998687,165.66153846153847
1774644627,20,,Aggregated,1.100000,0.000000,13000,15000,16000,23000,48000,50000,53000,53000,53000,53000,53000,65,0,13000.0,17898.783213831484,2513.116800226271,53328.8568998687,165.66153846153847
1774644628,20,,Aggregated,1.000000,0.000000,13000,15000,16000,19000,48000,50000,53000,53000,53000,53000,53000,66,0,13000.0,17859.540687859848,2513.116800226271,53328.8568998687,165.75757575757575
1774644629,20,,Aggregated,1.100000,0.000000,13000,15000,16000,19000,48000,50000,53000,53000,53000,53000,53000,67,0,13000.0,17782.430294011512,2513.116800226271,53328.8568998687,165.86567164179104
1774644630,20,,Aggregated,1.100000,0.000000,13000,15000,16000,19000,48000,50000,53000,53000,53000,53000,53000,68,0,13000.0,17706.721785272854,2513.116800226271,53328.8568998687,165.97058823529412
1774644631,20,,Aggregated,1.100000,0.000000,13000,15000,16000,19000,48000,50000,53000,53000,53000,53000,53000,68,0,13000.0,17706.721785272854,2513.116800226271,53328.8568998687,165.97058823529412
1774644632,20,,Aggregated,1.000000,0.000000,13000,15000,16000,23000,48000,50000,53000,53000,53000,53000,53000,70,0,13000.0,17797.316319974405,2513.116800226271,53328.8568998687,165.65714285714284
1774644633,20,,Aggregated,1.100000,0.000000,13000,15000,16000,19000,44000,50000,53000,53000,53000,53000,53000,71,0,13000.0,17722.143592936,2513.116800226271,53328.8568998687,165.73239436619718
1774644634,20,,Aggregated,0.900000,0.000000,13000,15000,16000,19000,44000,50000,53000,53000,53000,53000,53000,72,0,13000.0,17648.963791641614,2513.116800226271,53328.8568998687,165.83333333333334
1774644635,20,,Aggregated,0.900000,0.000000,13000,15000,16000,19000,44000,50000,53000,53000,53000,53000,53000,73,0,13000.0,17578.342806822173,2513.116800226271,53328.8568998687,165.91780821917808
1774644636,20,,Aggregated,0.800000,0.000000,13000,15000,16000,19000,44000,50000,53000,53000,53000,53000,53000,74,0,13000.0,17509.895902680786,2513.116800226271,53328.8568998687,166.0
1774644637,20,,Aggregated,0.800000,0.000000,13000,15000,16000,19000,44000,50000,53000,53000,53000,53000,53000,74,0,13000.0,17509.895902680786,2513.116800226271,53328.8568998687,166.0
1774644638,20,,Aggregated,0.900000,0.000000,13000,15000,16000,19000,44000,50000,53000,53000,53000,53000,53000,75,0,13000.0,17442.54108131553,2513.116800226271,53328.8568998687,166.08
1774644639,20,,Aggregated,0.900000,0.000000,13000,15000,16000,17000,44000,50000,53000,53000,53000,53000,53000,76,0,13000.0,17376.426119718846,2513.116800226271,53328.8568998687,166.1578947368421
1774644640,20,,Aggregated,0.900000,0.000000,13000,14000,16000,17000,44000,50000,53000,53000,53000,53000,53000,77,0,13000.0,17310.890228554075,2513.116800226271,53328.8568998687,166.23376623376623
1774644641,20,,Aggregated,0.900000,0.000000,13000,14000,16000,17000,44000,50000,53000,53000,53000,53000,53000,78,0,13000.0,17244.551685877526,2513.116800226271,53328.8568998687,166.30769230769232
